OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
59,LI04272,HOWE,LI040-103----,LIMERICK,BALLINVANA,17,R121851,568114.000000000000000,630640.000000000000000,52.426321647000002,-8.468834112000000,Ritual site - holy well,'Lady's Well','Lady's Well' (1927), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI040-103----,"Ó Danachair (1955, 206) recorded the following details about this holy well; ‘""Lady's Well"" on 1840 map. A small spring in an open field. For long neglected, but recently embellished with a statue of Our Lady and enclosed by a fence and gate. Formerly"
60,CL01855,HOWE,CL011-002001-,CLARE,KILTACKY MORE,4,R126317,535858.000000000000000,699250.000000000000000,53.040062866000000,-8.956456337000001,Ritual site - holy well,Toberinneenboy,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL011-002001-,"In a wet, shallow NE-SW oriented basin in rough pasture within a semi-karst landscape. Indicated and named ‘Toberinneenboy’ on the 1842 and 1920 eds. of the OS 6-inch map. This neglected holy well comprises a bedrock depression (L 1m; Wth 0.8m; D 0.6"
61,CL01861,HOWE,CL011-006----,CLARE,QUAKERSTOWN,4,R126350,537596.000000000000000,700152.000000000000000,53.048373939999998,-8.930718442000000,Ritual site - holy well,Toberinneenboy,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL011-006----,"At the W end of a small hollow in an area of level karstic pavement. Marked and named ‘Toberinneenboy’ on the 1842 and 1920 eds. of the OS 6-inch map. Westropp (1900-1902, 109) recorded a tradition that this well was dedicated to ‘Inghean Baoith’"
62,CL01878,HOWE,CL011-019----,CLARE,TREANMANAGH,4,R125937,535753.000000000000000,694802.000000000000000,53.000079804000002,-8.957136743000000,Ritual site - holy well,Holy well,'Holy Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL011-019----,"At the bottom of a S-facing slope in a hazel wood. Indicated and named ‘Holy Well’ on the 1842 and 1920 eds. of the OS 6-inch map. This holy well is a natural deep pool (c. 3m N-S; 1.5m E-W) in the exposed bedrock, surrounded by overgrown and overhan"
63,CL01888,HOWE,CL011-022006-,CLARE,CROSS (Inchiquin By.),4,R127620,537208.000000000000000,694608.000000000000000,52.998508950000002,-8.935426005000000,Ritual site - holy well,Toberkeedy,'Toberkeedy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL011-022006-,"Situated near the S end of an ecclesiastical enclosure (CL011-022001-), in a hollow outside the SE corner of a graveyard (CL011-022004-), in gently undulating, low-lying pasture. Indicated and named ‘Toberkeedy’ on the 1842 and 1920 eds. of the OS 6-"
64,CL03572,HOWE,CL031-008003-,CLARE,KILFARBOY,4,R120240,508084.000000000000000,681582.000000000000000,52.877266777999999,-9.365489080000000,Ritual site - holy well, ,'Toberlaghteen' (1921), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL031-008003-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
65,CL01908,HOWE,CL012-002----,CLARE,GORTAVEHA,4,R127661,554881.000000000000000,697784.000000000000000,53.028830583000001,-8.672614844000000,Ritual site - holy well, ,'Holy Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL012-002----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
66,CL01940,HOWE,CL014-021002-,CLARE,BALLYSTEEN,4,R125537,504423.000000000000000,689994.000000000000000,52.952209410000002,-9.422332838000001,Ritual site - holy well, ,'St Bridget's Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL014-021002-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
67,CL01965,HOWE,CL015-015----,CLARE,CARROWMANAGH SOUTH,4,R125750,512426.000000000000000,692964.000000000000000,52.980260719000000,-9.304074046000000,Ritual site - holy well, ,'St Senan's Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL015-015----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
68,CL01971,HOWE,CL015-021----,CLARE,CAHERLOOSKAUN,4,R125788,512874.000000000000000,693305.000000000000000,52.983397640000000,-9.297496507000000,Ritual site - holy well, ,'Toberinreenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL015-021----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
69,CL01979,HOWE,CL015-028----,CLARE,CARROWKEEL (Corcomroe By.),4,R125731,513613.000000000000000,692765.000000000000000,52.978665198999998,-9.286350085000000,Ritual site - holy well, ,'St. Augustine's Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL015-028----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
70,CL02017,HOWE,CL015-059005-,CLARE,KILLASPUGLONANE,4,R125559,509803.000000000000000,690403.000000000000000,52.956815280000001,-9.342408675000000,Ritual site - holy well, ,'Toberlonane' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL015-059005-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
71,CL02114,HOWE,CL016-015009-,CLARE,KILFENORA,4,R190068,518267.000000000000000,694114.000000000000000,52.991516087000001,-9.217407794000000,Ritual site - holy well,Toberdane,'Toberdane (Covered)' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL016-015009-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
72,CL02115,HOWE,CL016-015010-,CLARE,KILFENORA,4,R190068,518264.000000000000000,694140.000000000000000,52.991749251000002,-9.217459037999999,Ritual site - holy well,Toberfaughtna,'Toberfaughtna (Covered)' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL016-015010-,Situated at what may be the N extent of the ecclesiastical enclosure (CL016-015001-) around St. Fachtnan’s church/Kilfenora cathedral (CL016-015002-) and c. 110m N of same. Indicated and named ‘Toberfaughtna’ on the 1840 and 1916 eds. of the OS 6-i
73,CL02169,HOWE,CL016-032004-,CLARE,LEAMANEH NORTH,4,R186107,523508.000000000000000,693564.000000000000000,52.987347505999999,-9.139230810000001,Ritual site - holy well,Indicated,'Tobermarteen' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL016-032004-,Situated 60m SE of Leamaneh Castle (CL016-032002-/CL016-032003-) and just outside the walled garden (CL016-032001-). Indicated on the 1840 OS 6-inch map and named ‘Tobermarteen’ on the 1916 edition. Listed as a blessed well opposite Leamaneh Castle (
74,CL02257,HOWE,CL016-105003-,CLARE,CLOONEY SOUTH,4,R125405,519077.000000000000000,687957.000000000000000,52.936315145000002,-9.203807865000000,Ritual site - holy well,'Toberlonan','Toberlonan' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL016-105003-,"In a small hollow in marshy pasture and to the S of the Ennistimon to Corrofin road. Named ‘Toberlonan’ on the 1840 and 1916 eds. of the OS 6-inch maps. Recorded by O’Donovan (1839) as ‘Tobar Lonain or Saint Lonan’s Well, at which Stations are"
75,CL02336,HOWE,CL017-027001-,CLARE,COMMONS SOUTH,4,R125673,527669.000000000000000,691727.000000000000000,52.971417985999999,-9.076860886000000,Ritual site - holy well, ,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-027001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
76,CL02358,HOWE,CL017-047----,CLARE,BALLARD (Inchiquin By.),4,R125739,532184.000000000000000,692792.000000000000000,52.981578003999999,-9.009876646000000,Ritual site - holy well, ,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-047----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
77,CL02373,HOWE,CL017-060----,CLARE,COMMONS SOUTH,4,R125651,527372.000000000000000,691468.000000000000000,52.969050508000002,-9.081223665000000,Ritual site - holy well, ,'Toberboydan' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-060----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
78,CL02387,HOWE,CL017-070002-,CLARE,ANNEVILLE,4,R125530,528022.000000000000000,689878.000000000000000,52.954850475000001,-9.071195649000000,Ritual site - holy well, ,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-070002-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
79,CL02432,HOWE,CL017-100002-,CLARE,TEERNEA,4,R125562,534179.000000000000000,690432.000000000000000,52.960619225999999,-8.979693374000000,Ritual site - holy well, ,'Tobermacduagh' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-100002-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
80,CL02514,HOWE,CL017-177----,CLARE,INCHIQUIN,4,R121602,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL017-177----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
81,CL02579,HOWE,CL018-003003-,CLARE,SHANBALLYSALLAGH,4,R127571,538910.000000000000000,691964.000000000000000,52.974945806000001,-8.909575217000000,Ritual site - holy well, ,'Tobernatemple' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-003003-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
82,CL02602,HOWE,CL018-022----,CLARE,DRUMUMNA,4,R127524,540668.000000000000000,689537.000000000000000,52.953333084999997,-8.882959116000000,Ritual site - holy well, ,'Toberinneenboy' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-022----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
83,CL02604,HOWE,CL018-024----,CLARE,DERRYGARRIFF,4,R127546,540896.000000000000000,690683.000000000000000,52.963656718000003,-8.879775546999999,Ritual site - holy well, ,'Tobermacduagh' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-024----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
84,CL02628,HOWE,CL018-045----,CLARE,DRUMMANNEEN,4,R127499,540399.000000000000000,688334.000000000000000,52.942492578000000,-8.886740646000000,Ritual site - holy well, ,'Grania's Well' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-045----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
85,CL02629,HOWE,CL018-046----,CLARE,DRUMMANNEEN,4,R127501,540449.000000000000000,688354.000000000000000,52.942677854999999,-8.886000517999999,Ritual site - holy well, ,'Grania's Well (Site of)' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-046----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
86,CL02632,HOWE,CL018-049----,CLARE,CALLURAGH (Bunratty Upper By.),4,R127538,544358.000000000000000,690175.000000000000000,52.959461736999998,-8.828161765000001,Ritual site - holy well, ,'Tobernaneeve (Site of)' (1916), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL018-049----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
